step,temp,current_cost,best_cost,total_cost
25440,20.73,4916.6,4839.6,4839.6
25480,20.63,4889.9,4839.6,4839.6
25520,20.52,4861.9,4839.6,4839.6
25560,20.42,4852.4,4839.6,4839.6
25600,20.32,4838.3,4838.3,4838.3
25640,20.22,4778.2,4778.2,4778.2
25680,20.12,4778.2,4778.2,4778.2
25720,20.02,4759.4,4759.4,4759.4
25760,19.92,4759.4,4759.4,4759.4
25800,19.82,4712.1,4712.1,4712.1
25840,19.72,4727.0,4712.1,4712.1
25880,19.62,4782.8,4712.1,4712.1
25920,19.52,4812.9,4712.1,4712.1
25960,19.42,4838.5,4712.1,4712.1
26000,19.33,4785.4,4712.1,4712.1
26040,19.23,4785.4,4712.1,4712.1
26080,19.13,4791.9,4712.1,4712.1
26120,19.04,4791.9,4712.1,4712.1
26160,18.94,4715.7,4712.1,4712.1
26200,18.85,4598.5,4598.5,4598.5
26240,18.75,4591.2,4588.8,4588.8
26280,18.66,4597.9,4588.8,4588.8
26320,18.57,4585.2,4585.2,4585.2
26360,18.47,4585.2,4585.2,4585.2
26400,18.38,4626.4,4585.2,4585.2
26440,18.29,4685.5,4585.2,4585.2
26480,18.2,4726.9,4585.2,4585.2
26520,18.11,4726.9,4585.2,4585.2
26560,18.02,4658.4,4585.2,4585.2
26600,17.93,4629.2,4585.2,4585.2
26640,17.84,4599.0,4585.2,4585.2
26680,17.75,4559.7,4559.7,4559.7
26720,17.66,4559.7,4559.7,4559.7
26760,17.57,4584.2,4545.6,4545.6
26800,17.48,4550.9,4545.6,4545.6
26840,17.4,4557.5,4545.6,4545.6
26880,17.31,4557.5,4545.6,4545.6
26920,17.22,4537.7,4537.7,4537.7
26960,17.14,4537.7,4537.7,4537.7
27000,17.05,4511.3,4511.3,4511.3
27040,16.96,4517.9,4511.3,4511.3
27080,16.88,4527.4,4511.3,4511.3
27120,16.8,4514.0,4511.3,4511.3
27160,16.71,4514.0,4511.3,4511.3
27200,16.63,4514.0,4511.3,4511.3
27240,16.54,4507.4,4507.4,4507.4
27280,16.46,4507.4,4507.4,4507.4
27320,16.38,4507.4,4507.4,4507.4
27360,16.3,4546.0,4507.4,4507.4
27400,16.22,4551.7,4507.4,4507.4
27440,16.14,4600.4,4507.4,4507.4
27480,16.05,4600.4,4507.4,4507.4
27520,15.97,4606.1,4507.4,4507.4
27560,15.89,4600.4,4507.4,4507.4
27600,15.82,4600.4,4507.4,4507.4
27640,15.74,4600.4,4507.4,4507.4
27680,15.66,4600.4,4507.4,4507.4
27720,15.58,4605.7,4507.4,4507.4
27760,15.5,4619.6,4507.4,4507.4
27800,15.42,4629.8,4507.4,4507.4
27840,15.35,4580.9,4507.4,4507.4
27880,15.27,4557.3,4507.4,4507.4
27920,15.19,4557.3,4507.4,4507.4
27960,15.12,4523.0,4507.4,4507.4
28000,15.04,4523.0,4507.4,4507.4
28040,14.97,4523.0,4507.4,4507.4
28080,14.89,4525.8,4507.4,4507.4
28120,14.82,4525.8,4507.4,4507.4
28160,14.74,4525.8,4507.4,4507.4
28200,14.67,4495.7,4495.7,4495.7
28240,14.6,4495.7,4495.7,4495.7
28280,14.52,4495.7,4495.7,4495.7
28320,14.45,4517.1,4495.7,4495.7
28360,14.38,4517.1,4495.7,4495.7
28400,14.31,4521.6,4495.7,4495.7
28440,14.23,4521.6,4495.7,4495.7
28480,14.16,4510.2,4495.7,4495.7
28520,14.09,4529.8,4495.7,4495.7
28560,14.02,4504.3,4495.7,4495.7
28600,13.95,4504.3,4495.7,4495.7
28640,13.88,4480.2,4480.2,4480.2
28680,13.81,4480.2,4480.2,4480.2
28720,13.74,4536.0,4480.2,4480.2
28760,13.68,4475.5,4475.5,4475.5
28800,13.61,4475.5,4475.5,4475.5
28840,13.54,4505.3,4475.5,4475.5
28880,13.47,4513.9,4475.5,4475.5
28920,13.4,4473.5,4473.5,4473.5
28960,13.34,4487.4,4467.8,4467.8
29000,13.27,4487.4,4467.8,4467.8
29040,13.2,4521.3,4467.8,4467.8
29080,13.14,4529.5,4467.8,4467.8
29120,13.07,4504.9,4467.8,4467.8
29160,13.01,4488.1,4467.8,4467.8
29200,12.94,4447.7,4447.7,4447.7
29240,12.88,4413.8,4413.8,4413.8
29280,12.81,4418.6,4385.2,4385.2
29320,12.75,4424.3,4385.2,4385.2
29360,12.68,4431.2,4385.2,4385.2
29400,12.62,4395.7,4385.2,4385.2
29440,12.56,4395.7,4385.2,4385.2
29480,12.5,4395.7,4385.2,4385.2
29520,12.43,4395.7,4385.2,4385.2
29560,12.37,4395.7,4385.2,4385.2
29600,12.31,4404.0,4385.2,4385.2
29640,12.25,4404.0,4385.2,4385.2
29680,12.19,4428.4,4385.2,4385.2
29720,12.13,4405.5,4385.2,4385.2
29760,12.06,4358.1,4357.3,4357.3
29800,12.0,4364.7,4357.3,4357.3
29840,11.94,4320.6,4320.6,4320.6
29880,11.88,4292.0,4292.0,4292.0
29920,11.83,4292.0,4292.0,4292.0
29960,11.77,4280.0,4280.0,4280.0
30000,11.71,4280.0,4280.0,4280.0
30040,11.65,4280.0,4280.0,4280.0
30080,11.59,4280.0,4280.0,4280.0
30120,11.53,4280.0,4280.0,4280.0
30160,11.47,4280.0,4280.0,4280.0
30200,11.42,4311.4,4280.0,4280.0
30240,11.36,4311.4,4280.0,4280.0
30280,11.3,4274.3,4274.3,4274.3
30320,11.25,4274.3,4274.3,4274.3
30360,11.19,4274.3,4274.3,4274.3
30400,11.13,4274.3,4274.3,4274.3
30440,11.08,4274.3,4274.3,4274.3
30480,11.02,4274.3,4274.3,4274.3
30520,10.97,4242.9,4242.9,4242.9
30560,10.91,4242.9,4242.9,4242.9
30600,10.86,4242.9,4242.9,4242.9
30640,10.81,4193.6,4193.6,4193.6
30680,10.75,4193.6,4193.6,4193.6
30720,10.7,4193.6,4193.6,4193.6
30760,10.64,4193.6,4193.6,4193.6
30800,10.59,4196.3,4193.6,4193.6
30840,10.54,4196.3,4193.6,4193.6
30880,10.48,4196.3,4193.6,4193.6
30920,10.43,4196.3,4193.6,4193.6
30960,10.38,4196.3,4193.6,4193.6
31000,10.33,4196.3,4193.6,4193.6
31040,10.28,4189.4,4189.4,4189.4
31080,10.23,4189.4,4189.4,4189.4
31120,10.17,4189.4,4189.4,4189.4
31160,10.12,4189.4,4189.4,4189.4
31200,10.07,4160.7,4160.7,4160.7
31240,10.02,4160.7,4160.7,4160.7
31280,9.97,4160.7,4160.7,4160.7
31320,9.92,4160.7,4160.7,4160.7
31360,9.87,4151.4,4151.4,4151.4
31400,9.82,4151.4,4151.4,4151.4
31440,9.77,4151.4,4151.4,4151.4
31480,9.73,4151.4,4151.4,4151.4
31520,9.68,4151.4,4151.4,4151.4
31560,9.63,4151.4,4151.4,4151.4
31600,9.58,4151.4,4151.4,4151.4
31640,9.53,4151.4,4151.4,4151.4
31680,9.48,4151.4,4151.4,4151.4
31720,9.44,4151.4,4151.4,4151.4
31760,9.39,4151.4,4151.4,4151.4
31800,9.34,4151.4,4151.4,4151.4
31840,9.3,4151.4,4151.4,4151.4
31880,9.25,4151.4,4151.4,4151.4
31920,9.2,4151.4,4151.4,4151.4
31960,9.16,4151.4,4151.4,4151.4
32000,9.11,4151.4,4151.4,4151.4
32040,9.07,4151.4,4151.4,4151.4
32080,9.02,4151.4,4151.4,4151.4
32120,8.98,4150.1,4150.1,4150.1
32160,8.93,4150.1,4150.1,4150.1
32200,8.89,4151.4,4150.1,4150.1
32240,8.84,4151.4,4150.1,4150.1
32280,8.8,4151.4,4150.1,4150.1
32320,8.75,4151.4,4150.1,4150.1
32360,8.71,4151.4,4150.1,4150.1
32400,8.67,4151.4,4150.1,4150.1
32440,8.62,4151.4,4150.1,4150.1
32480,8.58,4151.4,4150.1,4150.1
32520,8.54,4139.1,4139.1,4139.1
32560,8.49,4139.1,4139.1,4139.1
32600,8.45,4139.1,4139.1,4139.1
32640,8.41,4139.1,4139.1,4139.1
32680,8.37,4139.1,4139.1,4139.1
32720,8.33,4139.1,4139.1,4139.1
32760,8.28,4139.1,4139.1,4139.1
32800,8.24,4139.1,4139.1,4139.1
32840,8.2,4139.1,4139.1,4139.1
32880,8.16,4139.1,4139.1,4139.1
32920,8.12,4139.1,4139.1,4139.1
32960,8.08,4139.1,4139.1,4139.1
33000,8.04,4139.1,4139.1,4139.1
33040,8.0,4139.1,4139.1,4139.1
33080,7.96,4139.1,4139.1,4139.1
33120,7.92,4139.1,4139.1,4139.1
33160,7.88,4139.1,4139.1,4139.1
33200,7.84,4139.1,4139.1,4139.1
33240,7.8,4139.1,4139.1,4139.1
33280,7.76,4139.1,4139.1,4139.1
33320,7.72,4139.1,4139.1,4139.1
33360,7.68,4139.1,4139.1,4139.1
33400,7.65,4139.1,4139.1,4139.1
33440,7.61,4139.1,4139.1,4139.1
33480,7.57,4139.1,4139.1,4139.1
33520,7.53,4137.8,4137.8,4137.8
33560,7.49,4137.8,4137.8,4137.8
33600,7.46,4137.8,4137.8,4137.8
33640,7.42,4137.8,4137.8,4137.8
33680,7.38,4137.8,4137.8,4137.8
33720,7.35,4137.8,4137.8,4137.8
33760,7.31,4137.8,4137.8,4137.8
33800,7.27,4137.8,4137.8,4137.8
33840,7.24,4137.8,4137.8,4137.8
33880,7.2,4153.8,4137.8,4137.8
33920,7.16,4153.8,4137.8,4137.8
33960,7.13,4153.8,4137.8,4137.8
34000,7.09,4165.8,4137.8,4137.8
34040,7.06,4165.8,4137.8,4137.8
34080,7.02,4165.8,4137.8,4137.8
34120,6.99,4149.8,4137.8,4137.8
34160,6.95,4149.8,4137.8,4137.8
34200,6.92,4149.8,4137.8,4137.8
34240,6.88,4149.8,4137.8,4137.8
34280,6.85,4149.8,4137.8,4137.8
34320,6.81,4149.8,4137.8,4137.8
34360,6.78,4149.8,4137.8,4137.8
34400,6.75,4149.8,4137.8,4137.8
34440,6.71,4149.8,4137.8,4137.8
34480,6.68,4149.8,4137.8,4137.8
34520,6.64,4149.8,4137.8,4137.8
34560,6.61,4149.8,4137.8,4137.8
34600,6.58,4149.8,4137.8,4137.8
34640,6.55,4149.8,4137.8,4137.8
34680,6.51,4149.8,4137.8,4137.8
34720,6.48,4149.8,4137.8,4137.8
34760,6.45,4149.8,4137.8,4137.8
34800,6.42,4149.8,4137.8,4137.8
34840,6.38,4149.8,4137.8,4137.8
34880,6.35,4149.8,4137.8,4137.8
34920,6.32,4149.8,4137.8,4137.8
34960,6.29,4149.8,4137.8,4137.8
35000,6.26,4149.8,4137.8,4137.8
35040,6.23,4149.8,4137.8,4137.8
35080,6.19,4149.8,4137.8,4137.8
35120,6.16,4149.8,4137.8,4137.8
35160,6.13,4149.8,4137.8,4137.8
35200,6.1,4149.8,4137.8,4137.8
35240,6.07,4149.8,4137.8,4137.8
35280,6.04,4149.8,4137.8,4137.8
35320,6.01,4149.8,4137.8,4137.8
35360,5.98,4149.8,4137.8,4137.8
35400,5.95,4149.8,4137.8,4137.8
35440,5.92,4149.8,4137.8,4137.8
35480,5.89,4149.8,4137.8,4137.8
35520,5.86,4149.8,4137.8,4137.8
35560,5.83,4149.8,4137.8,4137.8
35600,5.8,4149.8,4137.8,4137.8
35640,5.77,4149.8,4137.8,4137.8
35680,5.75,4149.8,4137.8,4137.8
35720,5.72,4149.8,4137.8,4137.8
35760,5.69,4149.8,4137.8,4137.8
35800,5.66,4149.8,4137.8,4137.8
35840,5.63,4149.8,4137.8,4137.8
35880,5.6,4149.8,4137.8,4137.8
35920,5.58,4149.8,4137.8,4137.8
35960,5.55,4149.8,4137.8,4137.8
36000,5.52,4149.8,4137.8,4137.8
36040,5.49,4149.8,4137.8,4137.8
36080,5.46,4149.8,4137.8,4137.8
36120,5.44,4149.8,4137.8,4137.8
36160,5.41,4149.8,4137.8,4137.8
36200,5.38,4149.8,4137.8,4137.8
36240,5.36,4149.8,4137.8,4137.8
36280,5.33,4149.8,4137.8,4137.8
36320,5.3,4149.8,4137.8,4137.8
36360,5.28,4124.0,4124.0,4124.0
36400,5.25,4124.0,4124.0,4124.0
36440,5.22,4124.0,4124.0,4124.0
36480,5.2,4124.0,4124.0,4124.0
36520,5.17,4125.3,4124.0,4124.0
36560,5.15,4125.3,4124.0,4124.0
36600,5.12,4128.0,4124.0,4124.0
36640,5.09,4128.0,4124.0,4124.0
36680,5.07,4128.0,4124.0,4124.0
36720,5.04,4128.0,4124.0,4124.0
36760,5.02,4128.0,4124.0,4124.0
36800,4.99,4128.0,4124.0,4124.0
36840,4.97,4128.0,4124.0,4124.0
36880,4.94,4128.0,4124.0,4124.0
36920,4.92,4118.5,4118.5,4118.5
36960,4.89,4118.5,4118.5,4118.5
37000,4.87,4118.5,4118.5,4118.5
37040,4.85,4118.5,4118.5,4118.5
37080,4.82,4118.5,4118.5,4118.5
37120,4.8,4118.5,4118.5,4118.5
37160,4.77,4118.5,4118.5,4118.5
37200,4.75,4118.5,4118.5,4118.5
37240,4.73,4118.5,4118.5,4118.5
37280,4.7,4118.5,4118.5,4118.5
37320,4.68,4118.5,4118.5,4118.5
37360,4.65,4118.5,4118.5,4118.5
37400,4.63,4115.8,4115.8,4115.8
37440,4.61,4115.8,4115.8,4115.8
37480,4.59,4115.8,4115.8,4115.8
37520,4.56,4115.8,4115.8,4115.8
37560,4.54,4115.8,4115.8,4115.8
37600,4.52,4115.8,4115.8,4115.8
37640,4.49,4115.8,4115.8,4115.8
37680,4.47,4115.8,4115.8,4115.8
37720,4.45,4115.8,4115.8,4115.8
37760,4.43,4115.8,4115.8,4115.8
37800,4.41,4115.8,4115.8,4115.8
37840,4.38,4115.8,4115.8,4115.8
37880,4.36,4115.8,4115.8,4115.8
37920,4.34,4115.8,4115.8,4115.8
37960,4.32,4110.5,4110.5,4110.5
38000,4.3,4110.5,4110.5,4110.5
38040,4.27,4110.5,4110.5,4110.5
38080,4.25,4110.5,4110.5,4110.5
38120,4.23,4115.8,4110.5,4110.5
38160,4.21,4115.8,4110.5,4110.5
38200,4.19,4115.8,4110.5,4110.5
38240,4.17,4115.8,4110.5,4110.5
38280,4.15,4115.8,4110.5,4110.5
38320,4.13,4115.8,4110.5,4110.5
38360,4.11,4115.8,4110.5,4110.5
38400,4.09,4115.8,4110.5,4110.5
38440,4.07,4115.8,4110.5,4110.5
38480,4.05,4115.8,4110.5,4110.5
38520,4.03,4115.8,4110.5,4110.5
38560,4.0,4115.8,4110.5,4110.5
38600,3.98,4115.8,4110.5,4110.5
38640,3.96,4115.8,4110.5,4110.5
38680,3.95,4089.3,4089.3,4089.3
38720,3.93,4089.3,4089.3,4089.3
38760,3.91,4089.3,4089.3,4089.3
38800,3.89,4089.3,4089.3,4089.3
38840,3.87,4089.3,4089.3,4089.3
38880,3.85,4089.3,4089.3,4089.3
38920,3.83,4089.3,4089.3,4089.3
38960,3.81,4089.3,4089.3,4089.3
39000,3.79,4089.3,4089.3,4089.3
39040,3.77,4089.3,4089.3,4089.3
39080,3.75,4089.3,4089.3,4089.3
39120,3.73,4089.3,4089.3,4089.3
39160,3.71,4089.3,4089.3,4089.3
39200,3.7,4089.3,4089.3,4089.3
39240,3.68,4089.3,4089.3,4089.3
39280,3.66,4089.3,4089.3,4089.3
39320,3.64,4089.3,4089.3,4089.3
39360,3.62,4089.3,4089.3,4089.3
39400,3.6,4089.3,4089.3,4089.3
39440,3.59,4089.3,4089.3,4089.3
39480,3.57,4089.3,4089.3,4089.3
39520,3.55,4089.3,4089.3,4089.3
39560,3.53,4089.3,4089.3,4089.3
39600,3.52,4089.3,4089.3,4089.3
39640,3.5,4077.3,4077.3,4077.3
39680,3.48,4077.3,4077.3,4077.3
39720,3.46,4077.3,4077.3,4077.3
39760,3.45,4077.3,4077.3,4077.3
39800,3.43,4077.3,4077.3,4077.3
39840,3.41,4077.3,4077.3,4077.3
39880,3.39,4077.3,4077.3,4077.3
39920,3.38,4077.3,4077.3,4077.3
39960,3.36,4077.3,4077.3,4077.3
40000,3.34,4077.3,4077.3,4077.3
40040,3.33,4077.3,4077.3,4077.3
40080,3.31,4077.3,4077.3,4077.3
40120,3.29,4077.3,4077.3,4077.3
40160,3.28,4077.3,4077.3,4077.3
40200,3.26,4077.3,4077.3,4077.3
40240,3.24,4077.3,4077.3,4077.3
40280,3.23,4077.3,4077.3,4077.3
40320,3.21,4077.3,4077.3,4077.3
40360,3.2,4077.3,4077.3,4077.3
40400,3.18,4077.3,4077.3,4077.3
40440,3.16,4077.3,4077.3,4077.3
40480,3.15,4077.3,4077.3,4077.3
40520,3.13,4077.3,4077.3,4077.3
40560,3.12,4077.3,4077.3,4077.3
40600,3.1,4077.3,4077.3,4077.3
40640,3.09,4077.3,4077.3,4077.3
40680,3.07,4077.3,4077.3,4077.3
40720,3.06,4077.3,4077.3,4077.3
40760,3.04,4077.3,4077.3,4077.3
40800,3.02,4077.3,4077.3,4077.3
40840,3.01,4077.3,4077.3,4077.3
40880,2.99,4077.3,4077.3,4077.3
40920,2.98,4077.3,4077.3,4077.3
40960,2.96,4077.3,4077.3,4077.3
41000,2.95,4077.3,4077.3,4077.3
41040,2.94,4077.3,4077.3,4077.3
41080,2.92,4077.3,4077.3,4077.3
41120,2.91,4077.3,4077.3,4077.3
41160,2.89,4077.3,4077.3,4077.3
41200,2.88,4077.3,4077.3,4077.3
41240,2.86,4077.3,4077.3,4077.3
41280,2.85,4077.3,4077.3,4077.3
41320,2.83,4077.3,4077.3,4077.3
41360,2.82,4062.8,4062.8,4062.8
41400,2.81,4062.8,4062.8,4062.8
41440,2.79,4062.8,4062.8,4062.8
41480,2.78,4062.8,4062.8,4062.8
41520,2.76,4062.8,4062.8,4062.8
41560,2.75,4062.8,4062.8,4062.8
41600,2.74,4062.8,4062.8,4062.8
41640,2.72,4062.8,4062.8,4062.8
41680,2.71,4062.8,4062.8,4062.8
41720,2.7,4062.8,4062.8,4062.8
41760,2.68,4062.8,4062.8,4062.8
41800,2.67,4062.8,4062.8,4062.8
41840,2.66,4062.8,4062.8,4062.8
41880,2.64,4062.8,4062.8,4062.8
41920,2.63,4062.8,4062.8,4062.8
41960,2.62,4062.8,4062.8,4062.8
42000,2.6,4062.8,4062.8,4062.8
42040,2.59,4062.8,4062.8,4062.8
42080,2.58,4062.8,4062.8,4062.8
42120,2.56,4062.8,4062.8,4062.8
42160,2.55,4062.8,4062.8,4062.8
42200,2.54,4062.8,4062.8,4062.8
42240,2.53,4062.8,4062.8,4062.8
42280,2.51,4062.8,4062.8,4062.8
42320,2.5,4062.8,4062.8,4062.8
42360,2.49,4062.8,4062.8,4062.8
42400,2.48,4062.8,4062.8,4062.8
42440,2.46,4062.8,4062.8,4062.8
42480,2.45,4062.8,4062.8,4062.8
42520,2.44,4062.8,4062.8,4062.8
42560,2.43,4062.8,4062.8,4062.8
42600,2.41,4062.8,4062.8,4062.8
42640,2.4,4062.8,4062.8,4062.8
42680,2.39,4062.8,4062.8,4062.8
42720,2.38,4062.8,4062.8,4062.8
42760,2.37,4062.8,4062.8,4062.8
42800,2.35,4062.8,4062.8,4062.8
42840,2.34,4062.8,4062.8,4062.8
42880,2.33,4062.8,4062.8,4062.8
42920,2.32,4062.8,4062.8,4062.8
42960,2.31,4062.8,4062.8,4062.8
43000,2.3,4062.8,4062.8,4062.8
43040,2.28,4062.8,4062.8,4062.8
43080,2.27,4062.8,4062.8,4062.8
43120,2.26,4057.5,4057.5,4057.5
43160,2.25,4057.5,4057.5,4057.5
43200,2.24,4057.5,4057.5,4057.5
43240,2.23,4057.5,4057.5,4057.5
43280,2.22,4057.5,4057.5,4057.5
43320,2.21,4057.5,4057.5,4057.5
43360,2.19,4057.5,4057.5,4057.5
43400,2.18,4057.5,4057.5,4057.5
43440,2.17,4057.5,4057.5,4057.5
43480,2.16,4057.5,4057.5,4057.5
43520,2.15,4057.5,4057.5,4057.5
43560,2.14,4057.5,4057.5,4057.5
43600,2.13,4057.5,4057.5,4057.5
43640,2.12,4057.5,4057.5,4057.5
43680,2.11,4057.5,4057.5,4057.5
43720,2.1,4057.5,4057.5,4057.5
43760,2.09,4057.5,4057.5,4057.5
43800,2.08,4057.5,4057.5,4057.5
43840,2.07,4057.5,4057.5,4057.5
43880,2.06,4057.5,4057.5,4057.5
43920,2.05,4057.5,4057.5,4057.5
43960,2.04,4057.5,4057.5,4057.5
44000,2.03,4057.5,4057.5,4057.5
44040,2.02,4057.5,4057.5,4057.5
44080,2.01,4057.5,4057.5,4057.5
44120,2.0,4057.5,4057.5,4057.5
44160,1.99,4057.5,4057.5,4057.5
44200,1.98,4057.5,4057.5,4057.5
44240,1.97,4057.5,4057.5,4057.5
44280,1.96,4057.5,4057.5,4057.5
44320,1.95,4057.5,4057.5,4057.5
44360,1.94,4057.5,4057.5,4057.5
44400,1.93,4057.5,4057.5,4057.5
44440,1.92,4057.5,4057.5,4057.5
44480,1.91,4057.5,4057.5,4057.5
44520,1.9,4057.5,4057.5,4057.5
44560,1.89,4057.5,4057.5,4057.5
44600,1.88,4057.5,4057.5,4057.5
44640,1.87,4057.5,4057.5,4057.5
44680,1.86,4057.5,4057.5,4057.5
44720,1.85,4057.5,4057.5,4057.5
44760,1.84,4057.5,4057.5,4057.5
44800,1.83,4057.5,4057.5,4057.5
44840,1.82,4057.5,4057.5,4057.5
44880,1.81,4057.5,4057.5,4057.5
44920,1.8,4057.5,4057.5,4057.5
44960,1.8,4057.5,4057.5,4057.5
45000,1.79,4057.5,4057.5,4057.5
45040,1.78,4057.5,4057.5,4057.5
45080,1.77,4057.5,4057.5,4057.5
45120,1.76,4057.5,4057.5,4057.5
45160,1.75,4057.5,4057.5,4057.5
45200,1.74,4057.5,4057.5,4057.5
45240,1.73,4057.5,4057.5,4057.5
45280,1.73,4057.5,4057.5,4057.5
45320,1.72,4057.5,4057.5,4057.5
45360,1.71,4057.5,4057.5,4057.5
45400,1.7,4057.5,4057.5,4057.5
45440,1.69,4057.5,4057.5,4057.5
45480,1.68,4057.5,4057.5,4057.5
45520,1.67,4057.5,4057.5,4057.5
45560,1.67,4057.5,4057.5,4057.5
45600,1.66,4057.5,4057.5,4057.5
45640,1.65,4057.5,4057.5,4057.5
45680,1.64,4057.5,4057.5,4057.5
45720,1.63,4057.5,4057.5,4057.5
45760,1.62,4057.5,4057.5,4057.5
45800,1.62,4057.5,4057.5,4057.5
45840,1.61,4057.5,4057.5,4057.5
45880,1.6,4057.5,4057.5,4057.5
45920,1.59,4057.5,4057.5,4057.5
45960,1.58,4057.5,4057.5,4057.5
46000,1.58,4057.5,4057.5,4057.5
46040,1.57,4057.5,4057.5,4057.5
46080,1.56,4057.5,4057.5,4057.5
46120,1.55,4057.5,4057.5,4057.5
46160,1.55,4057.5,4057.5,4057.5
46200,1.54,4057.5,4057.5,4057.5
46240,1.53,4057.5,4057.5,4057.5
46280,1.52,4057.5,4057.5,4057.5
46320,1.51,4057.5,4057.5,4057.5
46360,1.51,4057.5,4057.5,4057.5
46400,1.5,4057.5,4057.5,4057.5
46440,1.49,4057.5,4057.5,4057.5
46480,1.48,4057.5,4057.5,4057.5
46520,1.48,4057.5,4057.5,4057.5
46560,1.47,4057.5,4057.5,4057.5
46600,1.46,4057.5,4057.5,4057.5
46640,1.45,4057.5,4057.5,4057.5
46680,1.45,4057.5,4057.5,4057.5
46720,1.44,4057.5,4057.5,4057.5
46760,1.43,4057.5,4057.5,4057.5
46800,1.43,4057.5,4057.5,4057.5
46840,1.42,4057.5,4057.5,4057.5
46880,1.41,4057.5,4057.5,4057.5
46920,1.4,4057.5,4057.5,4057.5
46960,1.4,4057.5,4057.5,4057.5
47000,1.39,4057.5,4057.5,4057.5
47040,1.38,4057.5,4057.5,4057.5
47080,1.38,4057.5,4057.5,4057.5
47120,1.37,4057.5,4057.5,4057.5
47160,1.36,4057.5,4057.5,4057.5
47200,1.36,4057.5,4057.5,4057.5
47240,1.35,4057.5,4057.5,4057.5
47280,1.34,4057.5,4057.5,4057.5
47320,1.34,4057.5,4057.5,4057.5
47360,1.33,4057.5,4057.5,4057.5
47400,1.32,4057.5,4057.5,4057.5
47440,1.32,4057.5,4057.5,4057.5
47480,1.31,4057.5,4057.5,4057.5
47520,1.3,4057.5,4057.5,4057.5
47560,1.3,4057.5,4057.5,4057.5
47600,1.29,4057.5,4057.5,4057.5
47640,1.28,4057.5,4057.5,4057.5
47680,1.28,4057.5,4057.5,4057.5
47720,1.27,4057.5,4057.5,4057.5
47760,1.26,4057.5,4057.5,4057.5
47800,1.26,4057.5,4057.5,4057.5
47840,1.25,4057.5,4057.5,4057.5
47880,1.25,4057.5,4057.5,4057.5
47920,1.24,4057.5,4057.5,4057.5
47960,1.23,4057.5,4057.5,4057.5
48000,1.23,4057.5,4057.5,4057.5
48040,1.22,4057.5,4057.5,4057.5
48080,1.21,4057.5,4057.5,4057.5
48120,1.21,4057.5,4057.5,4057.5
48160,1.2,4057.5,4057.5,4057.5
48200,1.2,4057.5,4057.5,4057.5
48240,1.19,4057.5,4057.5,4057.5
48280,1.18,4057.5,4057.5,4057.5
48320,1.18,4057.5,4057.5,4057.5
48360,1.17,4057.5,4057.5,4057.5
48400,1.17,4057.5,4057.5,4057.5
48440,1.16,4057.5,4057.5,4057.5
48480,1.16,4057.5,4057.5,4057.5
48520,1.15,4057.5,4057.5,4057.5
48560,1.14,4057.5,4057.5,4057.5
48600,1.14,4057.5,4057.5,4057.5
48640,1.13,4057.5,4057.5,4057.5
48680,1.13,4057.5,4057.5,4057.5
48720,1.12,4057.5,4057.5,4057.5
48760,1.12,4057.5,4057.5,4057.5
48800,1.11,4057.5,4057.5,4057.5
48840,1.1,4057.5,4057.5,4057.5
48880,1.1,4057.5,4057.5,4057.5
48920,1.09,4057.5,4057.5,4057.5
48960,1.09,4057.5,4057.5,4057.5
49000,1.08,4057.5,4057.5,4057.5
49040,1.08,4057.5,4057.5,4057.5
49080,1.07,4057.5,4057.5,4057.5
49120,1.07,4057.5,4057.5,4057.5
49160,1.06,4057.5,4057.5,4057.5
49200,1.06,4057.5,4057.5,4057.5
49240,1.05,4057.5,4057.5,4057.5
49280,1.05,4057.5,4057.5,4057.5
49320,1.04,4057.5,4057.5,4057.5
49360,1.03,4057.5,4057.5,4057.5
49400,1.03,4057.5,4057.5,4057.5
49440,1.02,4057.5,4057.5,4057.5
49480,1.02,4057.5,4057.5,4057.5
49520,1.01,4057.5,4057.5,4057.5
49560,1.01,4057.5,4057.5,4057.5
49600,1.0,4045.5,4045.5,4045.5
49640,1.0,4045.5,4045.5,4045.5
49680,0.99,4045.5,4045.5,4045.5
49720,0.99,4045.5,4045.5,4045.5
49760,0.98,4045.5,4045.5,4045.5
49800,0.98,4045.5,4045.5,4045.5
49840,0.97,4045.5,4045.5,4045.5
49880,0.97,4045.5,4045.5,4045.5
49920,0.96,4045.5,4045.5,4045.5
49960,0.96,4045.5,4045.5,4045.5
50000,0.95,4045.5,4045.5,4045.5
50040,0.95,4045.5,4045.5,4045.5
50080,0.95,4045.5,4045.5,4045.5
50120,0.94,4045.5,4045.5,4045.5
50160,0.94,4045.5,4045.5,4045.5
50200,0.93,4045.5,4045.5,4045.5
50240,0.93,4045.5,4045.5,4045.5
50280,0.92,4045.5,4045.5,4045.5
50320,0.92,4045.5,4045.5,4045.5
50360,0.91,4045.5,4045.5,4045.5
50400,0.91,4045.5,4045.5,4045.5
50440,0.9,4045.5,4045.5,4045.5
50480,0.9,4045.5,4045.5,4045.5
50520,0.89,4045.5,4045.5,4045.5
50560,0.89,4045.5,4045.5,4045.5
50600,0.89,4045.5,4045.5,4045.5
50640,0.88,4045.5,4045.5,4045.5
50680,0.88,4045.5,4045.5,4045.5
50720,0.87,4045.5,4045.5,4045.5
50760,0.87,4045.5,4045.5,4045.5
50800,0.86,4045.5,4045.5,4045.5
